point,area,type,months,total1,total2,monthly1,monthly2,total3
台灣積體電路製造股份有限公司職工福利委員會附設新竹市私立台積電幼兒園,新竹市,私立,12,176400,42000,14700,3500,176400
國立新竹科學園區實驗高級中等學校附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
國立清華大學附設實驗國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
康橋學校財團法人新竹市康橋國民中小學附設新竹市私立康橋幼兒園,新竹市,私立,9,381526,0,42392,0,381526
新竹市北區北門國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
新竹市北區南寮國民小學附設幼兒園,新竹市,公立,9.6,35796,200,3729,21,35796
新竹市北區民富國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
新竹市北區舊社國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
新竹市北區西門國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
新竹市北區載熙國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
新竹市東區三民國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
新竹市東區建功國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
新竹市東區新竹國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
新竹市東區東園國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
新竹市東區東門國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
新竹市東區水源國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
新竹市東區科園國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
新竹市東區竹蓮國民小學附設幼兒園,新竹市,公立,9.6,35796,200,3729,21,35796
新竹市東區關東國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
新竹市東區青草湖國民小學附設幼兒園,新竹市,公立,9.6,35796,200,3729,21,35796
新竹市東區龍山國民小學附設幼兒園,新竹市,公立,9.6,35796,0,3729,0,35796
新竹市私立丹尼爾幼兒園,新竹市,私立,12,186000,54000,15500,4500,186000
新竹市私立丹尼爾關東幼兒園,新竹市,私立,12,186000,54000,15500,4500,186000
新竹市私立丹帝萊恩幼兒園,新竹市,準公共化,12,148012,60000,12334,5000,148012
新竹市私立但以理幼兒園,新竹市,準公共化,12,163000,48000,13583,4000,163000
新竹市私立何嘉仁東園幼兒園,新竹市,私立,12,232000,24000,19333,2000,232000
新竹市私立佳佳大自然幼兒園,新竹市,準公共化,12,156300,24000,13025,2000,156300
新竹市私立信義幼兒園,新竹市,私立,12,114000,0,9500,0,114000
新竹市私立傑尼斯蒙特梭利幼兒園,新竹市,私立,12,320400,19896,26700,1658,320400
新竹市私立傑恩幼兒園,新竹市,私立,12,217920,100800,18160,8400,217920
新竹市私立光復高級中學附設實驗幼兒園,新竹市,私立,12,168312,69600,14026,5800,168312
新竹市私立加米幼兒園,新竹市,私立,10,155400,50000,15540,5000,155400
新竹市私立勁寶兒向日葵幼兒園,新竹市,私立,12,199400,12000,16617,1000,199400
新竹市私立南瓜田國際幼兒園,新竹市,私立,10,254800,60000,25480,6000,254800
新竹市私立南瓜田幼兒園,新竹市,私立,10,254800,60000,25480,6000,254800
新竹市私立及幼幼兒園,新竹市,私立,12,220554,37752,18380,3146,220554
新竹市私立史丹佛幼兒園,新竹市,私立,10,356160,52440,35616,5244,356160
新竹市私立史丹佛竹科幼兒園,新竹市,私立,10,356160,52440,35616,5244,356160
新竹市私立同信蒙特梭利福曼莎幼兒園,新竹市,私立,12,151020,60000,12585,5000,151020
新竹市私立同心園幼兒園,新竹市,準公共化,12,134620,24000,11218,2000,134620
新竹市私立啓賦幼兒園,新竹市,準公共化,12,172600,48000,14383,4000,172600
新竹市私立喬太幼兒園,新竹市,準公共化,12,144632,9000,12053,750,144632
新竹市私立喬治叔叔幼兒園,新竹市,私立,12,125340,18000,10445,1500,125340
新竹市私立嘉德琳幼兒園,新竹市,私立,10,241154,30000,24115,3000,241154
新竹市私立嘉德琳關埔幼兒園,新竹市,私立,10,276806,30000,27681,3000,276806
新竹市私立園田嘉幼兒園,新竹市,私立,10,158320,0,15832,0,158320
新竹市私立塏欣幼兒園,新竹市,私立,10,130000,20000,13000,2000,130000
新竹市私立夏哲森幼兒園,新竹市,私立,10,245000,0,24500,0,245000
新竹市私立夏綠蒂幼兒園,新竹市,私立,10,163892,44000,16389,4400,163892
新竹市私立大樹幼兒園,新竹市,準公共化,12,162628,42000,13552,3500,162628
新竹市私立天仁幼兒園,新竹市,私立,12,144200,28800,12017,2400,144200
新竹市私立天天幼兒園,新竹市,私立,12,120000,0,10000,0,120000
新竹市私立天福幼兒園,新竹市,準公共化,10,159000,0,15900,0,159000
新竹市私立奇德爾幼兒園,新竹市,準公共化,12,126984,18000,10582,1500,126984
新竹市私立奇達國際幼兒園,新竹市,私立,12,315600,19188,26300,1599,315600
新竹市私立婕之寶幼兒園,新竹市,準公共化,12,192000,24000,16000,2000,192000
新竹市私立孟格爾幼兒園,新竹市,準公共化,12,168000,18000,14000,1500,168000
新竹市私立安琪園幼兒園,新竹市,準公共化,12,154516,18000,12876,1500,154516
新竹市私立小星星幼兒園,新竹市,私立,12,297000,15084,24750,1257,297000
新竹市私立帝堡幼兒園,新竹市,準公共化,12,162000,50400,13500,4200,162000
新竹市私立幼福幼兒園,新竹市,私立,10,113400,35000,11340,3500,113400
新竹市私立延平幼兒園,新竹市,私立,10,198390,88000,19839,8800,198390
新竹市私立弋果幼兒園,新竹市,私立,12,164152,108000,13679,9000,164152
新竹市私立德溫幼兒園,新竹市,準公共化,12,161848,36000,13487,3000,161848
新竹市私立快樂地幼兒園,新竹市,私立,12,135240,40200,11270,3350,135240
新竹市私立意頓幼兒園,新竹市,私立,12,183804,30000,15317,2500,183804
新竹市私立慈恩幼兒園,新竹市,準公共化,12,141736,42000,11811,3500,141736
新竹市私立成功幼兒園,新竹市,準公共化,12,151680,26400,12640,2200,151680
新竹市私立文筑幼兒園,新竹市,準公共化,12,162476,26400,13540,2200,162476
新竹市私立文華幼兒園,新竹市,準公共化,12,161908,42000,13492,3500,161908
新竹市私立新儒林幼兒園,新竹市,準公共化,12,148600,12000,12383,1000,148600
新竹市私立新悅成幼兒園,新竹市,準公共化,12,138196,26400,11516,2200,138196
新竹市私立新源興幼兒園,新竹市,準公共化,12,139728,18000,11644,1500,139728
新竹市私立新莊幼兒園,新竹市,私立,10,163000,40000,16300,4000,163000
新竹市私立新華興幼兒園,新竹市,準公共化,12,137948,24000,11496,2000,137948
新竹市私立新華興東區幼兒園,新竹市,準公共化,12,136112,24000,11343,2000,136112
新竹市私立星安幼兒園,新竹市,私立,10,250000,57500,25000,5750,250000
新竹市私立晨光幼兒園,新竹市,私立,10,140000,44000,14000,4400,140000
新竹市私立普利斯堡幼兒園,新竹市,私立,10,176270,15000,17627,1500,176270
新竹市私立東方幼兒園,新竹市,準公共化,12,137156,12000,11430,1000,137156
新竹市私立果果幼兒園,新竹市,私立,12,136324,18000,11360,1500,136324
新竹市私立森林王國幼兒園,新竹市,準公共化,12,167424,18000,13952,1500,167424
新竹市私立森森幼兒園,新竹市,準公共化,12,122268,9000,10189,750,122268
新竹市私立橙長幼兒園,新竹市,準公共化,12,170200,18000,14183,1500,170200
新竹市私立檸檬樹幼兒園,新竹市,私立,12,279812,110748,23318,9229,279812
新竹市私立欣禾幼兒園,新竹市,準公共化,12,143764,36000,11980,3000,143764
新竹市私立正大幼兒園,新竹市,準公共化,12,140148,9000,11679,750,140148
新竹市私立源順幼兒園,新竹市,私立,12,112000,72000,9333,6000,112000
新竹市私立漢聲幼兒園,新竹市,私立,10,158000,66000,15800,6600,158000
新竹市私立熊麻吉幼兒園,新竹市,準公共化,12,196200,36000,16350,3000,196200
新竹市私立理想圓幼兒園,新竹市,私立,12,252000,52800,21000,4400,252000
新竹市私立田心庄幼兒園,新竹市,準公共化,12,140836,24000,11736,2000,140836
新竹市私立皇家幼兒園,新竹市,準公共化,12,163684,30000,13640,2500,163684
新竹市私立研田幼兒園,新竹市,私立,12,240688,79200,20057,6600,240688
新竹市私立研田科園幼兒園,新竹市,私立,12,240688,79200,20057,6600,240688
新竹市私立研田賦育幼兒園,新竹市,私立,10,145850,20500,14585,2050,145850
新竹市私立福曼莎幼兒園,新竹市,私立,12,187200,60000,15600,5000,187200
新竹市私立禾果幼兒園,新竹市,準公共化,12,163000,82800,13583,6900,163000
新竹市私立童欣幼兒園,新竹市,私立,12,132000,0,11000,0,132000
新竹市私立米羅幼兒園,新竹市,私立,12,238000,24000,19833,2000,238000
新竹市私立米羅關埔幼兒園,新竹市,私立,11,303800,22000,27618,2000,303800
新竹市私立紐約國際幼兒園,新竹市,私立,12,364746,75504,30396,6292,364746
新竹市私立紐約幼兒園,新竹市,私立,10,263582,41950,26358,4195,263582
新竹市私立紐約竹科幼兒園,新竹市,私立,10,257386,41950,25739,4195,257386
新竹市私立綠太陽幼兒園,新竹市,私立,10,100600,0,10060,0,100600
新竹市私立維也那書院幼兒園,新竹市,私立,12,186000,0,15500,0,186000
新竹市私立維肯幼兒園,新竹市,私立,12,240800,55200,20067,4600,240800
新竹市私立美加幼兒園,新竹市,準公共化,12,149600,9000,12467,750,149600
新竹市私立美滿幼兒園,新竹市,準公共化,12,142848,9000,11904,750,142848
新竹市私立聖保羅幼兒園,新竹市,準公共化,10,140000,35000,14000,3500,140000
新竹市私立聖奇幼兒園,新竹市,私立,12,227960,82800,18997,6900,227960
新竹市私立聖奧得幼兒園,新竹市,準公共化,12,145064,9000,12089,750,145064
新竹市私立育昇幼兒園,新竹市,私立,12,147060,18000,12255,1500,147060
新竹市私立艾丁堡國際幼兒園,新竹市,私立,12,292000,43200,24333,3600,292000
新竹市私立艾丁堡幼兒園,新竹市,私立,10,168000,20000,16800,2000,168000
新竹市私立艾唯兒幼兒園,新竹市,準公共化,12,192000,48000,16000,4000,192000
新竹市私立茱蒂園幼兒園,新竹市,私立,12,181200,43200,15100,3600,181200
新竹市私立荷蘭村幼兒園,新竹市,準公共化,12,147192,18000,12266,1500,147192
新竹市私立華德幼兒園,新竹市,私立,12,183544,79200,15295,6600,183544
新竹市私立華興幼兒園,新竹市,準公共化,12,144764,25800,12064,2150,144764
新竹市私立菲曼伲智兒館藝術幼兒園,新竹市,準公共化,12,162708,12000,13559,1000,162708
新竹市私立菲曼伲藝術幼兒園,新竹市,準公共化,12,236842,105600,19737,8800,236842
